design_name,true_area_1,pred_area_1,error_1,abs_error_1,true_area_2,pred_area_2,error_2,abs_error_2,true_area_3,pred_area_3,error_3,abs_error_3,true_area_4,pred_area_4,error_4,abs_error_4,true_area_5,pred_area_5,error_5,abs_error_5,true_area_6,pred_area_6,error_6,abs_error_6,true_area_7,pred_area_7,error_7,abs_error_7,true_area_8,pred_area_8,error_8,abs_error_8,true_area_9,pred_area_9,error_9,abs_error_9,true_area_10,pred_area_10,error_10,abs_error_10,true_area_11,pred_area_11,error_11,abs_error_11,true_area_12,pred_area_12,error_12,abs_error_12,true_area_13,pred_area_13,error_13,abs_error_13,true_area_14,pred_area_14,error_14,abs_error_14,true_area_15,pred_area_15,error_15,abs_error_15,true_area_16,pred_area_16,error_16,abs_error_16,true_area_17,pred_area_17,error_17,abs_error_17,true_area_18,pred_area_18,error_18,abs_error_18,true_area_19,pred_area_19,error_19,abs_error_19,true_area_20,pred_area_20,error_20,abs_error_20,mean_abs_error
c6288,2.0,1.9525404,0.047459602,0.047459602,1.9982877,1.9615035,0.036784172,0.036784172,1.9734589,1.9501902,0.0232687,0.0232687,1.9734589,1.9276444,0.045814514,0.045814514,1.9734589,1.9468284,0.02663052,0.02663052,1.6241438,1.6152214,0.008922458,0.008922458,1.6241438,1.6022353,0.021908522,0.021908522,1.6241438,1.5925391,0.031604767,0.031604767,1.6010274,1.5834672,0.017560124,0.017560124,1.6010274,1.5813271,0.019700289,0.019700289,1.6010274,1.5819303,0.01909709,0.01909709,1.6010274,1.5831875,0.017839909,0.017839909,1.6010274,1.582902,0.018125415,0.018125415,1.6010274,1.5833864,0.017640948,0.017640948,1.6010274,1.5847063,0.016321063,0.016321063,1.6010274,1.5869455,0.014081836,0.014081836,1.6010274,1.5868496,0.014177799,0.014177799,1.6010274,1.5860727,0.014954686,0.014954686,1.6010274,1.5856684,0.015358925,0.015358925,1.6010274,1.5844682,0.016559124,0.016559124,0.022190522
c6288,1.9734589,1.9437107,0.029748201,0.029748201,1.9734589,1.9767753,-0.0033164024,0.0033164024,1.9606165,1.9541674,0.0064491034,0.0064491034,1.9606165,1.9436569,0.016959548,0.016959548,1.625,1.5964729,0.02852714,0.02852714,1.625,1.5879235,0.037076473,0.037076473,1.625,1.5895575,0.03544247,0.03544247,1.6010274,1.587661,0.013366342,0.013366342,1.6010274,1.5922924,0.0087349415,0.0087349415,1.6010274,1.5912566,0.009770751,0.009770751,1.6010274,1.5898327,0.011194706,0.011194706,1.6010274,1.5887268,0.012300611,0.012300611,1.6010274,1.5874839,0.013543487,0.013543487,1.6010274,1.5867318,0.014295578,0.014295578,1.6010274,1.5864326,0.014594793,0.014594793,1.6010274,1.5857936,0.015233755,0.015233755,1.6010274,1.5846102,0.016417146,0.016417146,1.6010274,1.5854545,0.015572906,0.015572906,1.6010274,1.584229,0.016798377,0.016798377,1.6010274,1.5844496,0.01657772,0.01657772,0.016796023
c6288,1.9734589,1.9374866,0.035972238,0.035972238,1.9734589,1.9788427,-0.005383849,0.005383849,1.9734589,1.9308147,0.042644143,0.042644143,1.9734589,1.9490947,0.024364233,0.024364233,1.6241438,1.6073397,0.0168041,0.0168041,1.6241438,1.5981237,0.02602017,0.02602017,1.6241438,1.601976,0.022167802,0.022167802,1.6241438,1.5894933,0.034650564,0.034650564,1.6241438,1.5833955,0.040748358,0.040748358,1.6010274,1.5822339,0.018793464,0.018793464,1.6010274,1.5829586,0.01806879,0.01806879,1.6010274,1.583476,0.017551422,0.017551422,1.6010274,1.5831901,0.017837286,0.017837286,1.6010274,1.5831604,0.01786697,0.01786697,1.6010274,1.5832616,0.01776576,0.01776576,1.6010274,1.5844616,0.0165658,0.0165658,1.6010274,1.5863737,0.014653683,0.014653683,1.6010274,1.5863519,0.014675498,0.014675498,1.6010274,1.5854331,0.015594244,0.015594244,1.6010274,1.5845292,0.016498208,0.016498208,0.021731328
c6288,1.6241438,1.5971211,0.02702272,0.02702272,1.6241438,1.5963737,0.027770162,0.027770162,1.6241438,1.5897533,0.03439057,0.03439057,1.6010274,1.5816108,0.01941657,0.01941657,1.6010274,1.5836813,0.017346025,0.017346025,1.6010274,1.5877672,0.013260126,0.013260126,1.6010274,1.5845394,0.016487956,0.016487956,1.6010274,1.5831586,0.017868757,0.017868757,1.6010274,1.583241,0.017786384,0.017786384,1.6010274,1.5832636,0.017763734,0.017763734,1.6010274,1.5834079,0.01761949,0.01761949,1.6010274,1.5835632,0.01746416,0.01746416,1.6010274,1.5844189,0.016608477,0.016608477,1.6010274,1.5828047,0.01822269,0.01822269,1.6010274,1.5829238,0.0181036,0.0181036,1.6010274,1.5832356,0.017791748,0.017791748,1.6010274,1.5842166,0.016810775,0.016810775,1.6010274,1.5858741,0.015153289,0.015153289,1.6010274,1.5856371,0.015390277,0.015390277,1.6010274,1.5844617,0.01656568,0.01656568,0.018942159
c6288,1.9982877,1.92902,0.06926763,0.06926763,1.6241438,1.607824,0.016319871,0.016319871,1.6010274,1.6100236,-0.008996248,0.008996248,1.6010274,1.599757,0.0012704134,0.0012704134,1.6010274,1.5875801,0.013447285,0.013447285,1.6010274,1.5868126,0.014214754,0.014214754,1.6010274,1.5853989,0.015628457,0.015628457,1.6010274,1.5839403,0.017087102,0.017087102,1.6010274,1.5835737,0.01745367,0.01745367,1.6010274,1.583459,0.01756835,0.01756835,1.6010274,1.5834876,0.01753974,0.01753974,1.6010274,1.5832623,0.017765045,0.017765045,1.6010274,1.5833123,0.017715096,0.017715096,1.6010274,1.5828259,0.01820147,0.01820147,1.6010274,1.5831637,0.017863631,0.017863631,1.6010274,1.5831991,0.017828226,0.017828226,1.6010274,1.5829101,0.018117309,0.018117309,1.6010274,1.5831349,0.01789248,0.01789248,1.6010274,1.5832063,0.017821074,0.017821074,1.6010274,1.5831652,0.0178622,0.0178622,0.018493002
c6288,1.9982877,1.9600184,0.03826928,0.03826928,1.9854453,1.9613936,0.024051666,0.024051666,1.9606165,1.9234581,0.03715837,0.03715837,1.9606165,1.9354172,0.025199294,0.025199294,1.9606165,1.9439557,0.01666081,0.01666081,1.9606165,1.9643381,-0.0037215948,0.0037215948,1.9606165,1.9416069,0.01900959,0.01900959,1.9606165,1.9283838,0.032232642,0.032232642,1.9606165,1.928123,0.032493472,0.032493472,1.9606165,1.9367757,0.023840785,0.023840785,1.9606165,1.9516661,0.008950353,0.008950353,1.9606165,1.9516585,0.008957982,0.008957982,1.9606165,1.9511704,0.009446025,0.009446025,1.9606165,1.9548901,0.0057263374,0.0057263374,1.9606165,1.9345849,0.026031613,0.026031613,1.9606165,1.9336566,0.026959896,0.026959896,1.9606165,1.9404019,0.020214558,0.020214558,1.9606165,1.9497806,0.010835886,0.010835886,1.9606165,1.9297442,0.030872226,0.030872226,1.625,1.6673331,-0.042333126,0.042333126,0.022148276
c6288,1.9734589,1.9199907,0.053468227,0.053468227,1.9734589,1.9675018,0.0059571266,0.0059571266,1.9734589,1.9809628,-0.007503867,0.007503867,1.6241438,1.5996524,0.02449143,0.02449143,1.6010274,1.5788082,0.022219181,0.022219181,1.6010274,1.587326,0.01370132,0.01370132,1.6010274,1.5831635,0.01786387,0.01786387,1.6010274,1.5879204,0.013106942,0.013106942,1.6010274,1.5837324,0.017295003,0.017295003,1.6010274,1.5835245,0.017502904,0.017502904,1.6010274,1.5834033,0.01762402,0.01762402,1.6010274,1.5833198,0.017707586,0.017707586,1.6010274,1.5834738,0.017553568,0.017553568,1.6010274,1.5848182,0.016209126,0.016209126,1.6010274,1.584523,0.016504407,0.016504407,1.6010274,1.5834726,0.01755476,0.01755476,1.6010274,1.5836446,0.017382741,0.017382741,1.6010274,1.5831596,0.017867804,0.017867804,1.6010274,1.5831815,0.017845869,0.017845869,1.6010274,1.5831618,0.017865539,0.017865539,0.018361265
c6288,1.9982877,1.9466633,0.051624417,0.051624417,1.9734589,1.96254,0.010918856,0.010918856,1.9734589,1.9503909,0.023067951,0.023067951,1.9734589,1.9393626,0.03409624,0.03409624,1.9734589,1.9421395,0.03131938,0.03131938,1.6241438,1.6064961,0.017647743,0.017647743,1.6241438,1.6012229,0.022920966,0.022920966,1.6241438,1.594137,0.030006886,0.030006886,1.6241438,1.5865489,0.037594914,0.037594914,1.6010274,1.5804172,0.020610213,0.020610213,1.6010274,1.5817966,0.019230723,0.019230723,1.6010274,1.5828848,0.018142581,0.018142581,1.6010274,1.5835452,0.017482162,0.017482162,1.6010274,1.5846698,0.016357541,0.016357541,1.6010274,1.5866343,0.014393091,0.014393091,1.6010274,1.5866735,0.014353871,0.014353871,1.6010274,1.58578,0.015247345,0.015247345,1.6010274,1.5846077,0.01641965,0.01641965,1.6010274,1.5853785,0.015648842,0.015648842,1.6010274,1.584538,0.016489387,0.016489387,0.022178639
c6288,1.6241438,1.5979598,0.026184082,0.026184082,1.6010274,1.597338,0.0036894083,0.0036894083,1.6010274,1.5907732,0.010254145,0.010254145,1.6010274,1.5840006,0.017026782,0.017026782,1.6010274,1.5819639,0.019063473,0.019063473,1.6010274,1.5834943,0.017533064,0.017533064,1.6010274,1.5837014,0.017325997,0.017325997,1.6010274,1.5834347,0.017592669,0.017592669,1.6010274,1.5833471,0.017680287,0.017680287,1.6010274,1.583147,0.01788032,0.01788032,1.6010274,1.583059,0.017968416,0.017968416,1.6010274,1.5832144,0.017812967,0.017812967,1.6010274,1.5831401,0.017887235,0.017887235,1.6010274,1.5827476,0.01827979,0.01827979,1.6010274,1.5829453,0.018082023,0.018082023,1.6010274,1.583244,0.017783403,0.017783403,1.6010274,1.584922,0.016105413,0.016105413,1.6010274,1.5833198,0.017707586,0.017707586,1.6010274,1.5837476,0.017279744,0.017279744,1.6010274,1.5828942,0.018133163,0.018133163,0.017063498
c6288,1.9734589,1.9095049,0.063953996,0.063953996,1.9734589,1.9108942,0.06256473,0.06256473,1.6241438,1.6048135,0.019330382,0.019330382,1.6241438,1.6053523,0.018791556,0.018791556,1.6207192,1.5965271,0.024192095,0.024192095,1.6070205,1.5859398,0.021080732,0.021080732,1.6035959,1.5862027,0.017393112,0.017393112,1.6035959,1.5849416,0.018654227,0.018654227,1.6035959,1.5858153,0.017780542,0.017780542,1.6035959,1.5845141,0.019081712,0.019081712,1.6035959,1.5859164,0.017679453,0.017679453,1.6035959,1.5862485,0.017347336,0.017347336,1.6035959,1.5851115,0.018484354,0.018484354,1.6035959,1.5869133,0.016682506,0.016682506,1.6027397,1.5865192,0.01622045,0.01622045,1.6027397,1.5865822,0.016157508,0.016157508,1.6027397,1.586205,0.016534686,0.016534686,1.6027397,1.5862228,0.016516924,0.016516924,1.6027397,1.5848854,0.017854333,0.017854333,1.6027397,1.583332,0.01940775,0.01940775,0.02278542
c6288,1.9734589,1.9416866,0.031772256,0.031772256,1.9734589,1.9686544,0.004804492,0.004804492,1.9734589,1.9469752,0.026483655,0.026483655,1.9734589,1.9547292,0.018729687,0.018729687,1.6241438,1.5987983,0.025345564,0.025345564,1.6010274,1.5853719,0.015655518,0.015655518,1.6010274,1.5925331,0.008494258,0.008494258,1.6010274,1.5857922,0.015235186,0.015235186,1.6010274,1.5815738,0.019453526,0.019453526,1.6010274,1.5820045,0.019022822,0.019022822,1.6010274,1.5829304,0.018096924,0.018096924,1.6010274,1.5832562,0.017771125,0.017771125,1.6010274,1.58436,0.016667366,0.016667366,1.6010274,1.583379,0.01764834,0.01764834,1.6010274,1.5832882,0.017739177,0.017739177,1.6010274,1.582932,0.018095374,0.018095374,1.6010274,1.5831195,0.017907858,0.017907858,1.6010274,1.5838782,0.01714921,0.01714921,1.6010274,1.5855864,0.015440941,0.015440941,1.6010274,1.5844511,0.01657629,0.01657629,0.017904479
c6288,1.9982877,1.9318017,0.066486,0.066486,1.9734589,1.948845,0.024613857,0.024613857,1.6241438,1.594042,0.030101895,0.030101895,1.6241438,1.5910395,0.0331043,0.0331043,1.6241438,1.5898252,0.034318686,0.034318686,1.6010274,1.5817672,0.019260168,0.019260168,1.6010274,1.5831573,0.017870069,0.017870069,1.6010274,1.5890391,0.011988282,0.011988282,1.6010274,1.5841619,0.016865492,0.016865492,1.6010274,1.5838199,0.017207503,0.017207503,1.6010274,1.584723,0.016304374,0.016304374,1.6010274,1.5837637,0.01726365,0.01726365,1.6010274,1.5848893,0.016138077,0.016138077,1.6010274,1.5826193,0.01840806,0.01840806,1.6010274,1.5828855,0.018141866,0.018141866,1.6010274,1.583217,0.017810345,0.017810345,1.6010274,1.5841098,0.016917586,0.016917586,1.6010274,1.5851831,0.015844226,0.015844226,1.6010274,1.584004,0.017023325,0.017023325,1.6010274,1.5844498,0.016577601,0.016577601,0.022112269
c6288,2.0,1.9350864,0.06491363,0.06491363,1.9982877,1.9663184,0.03196931,0.03196931,1.6241438,1.6010715,0.023072362,0.023072362,1.6241438,1.5959349,0.028208971,0.028208971,1.6241438,1.5995982,0.02454567,0.02454567,1.6010274,1.5870856,0.013941765,0.013941765,1.6010274,1.5898687,0.011158705,0.011158705,1.6010274,1.5837817,0.01724565,0.01724565,1.6010274,1.58381,0.017217398,0.017217398,1.6010274,1.5835762,0.017451167,0.017451167,1.6010274,1.5834728,0.017554522,0.017554522,1.6010274,1.5846821,0.016345263,0.016345263,1.6010274,1.5845363,0.016491055,0.016491055,1.6010274,1.5838023,0.017225027,0.017225027,1.6010274,1.5835083,0.017519116,0.017519116,1.6010274,1.5837127,0.017314672,0.017314672,1.6010274,1.5830936,0.017933726,0.017933726,1.6010274,1.5830915,0.017935872,0.017935872,1.6010274,1.5830234,0.01800394,0.01800394,1.6010274,1.5830091,0.018018246,0.018018246,0.021203304
c6288,2.0008562,1.9325713,0.06828487,0.06828487,1.9734589,1.9670565,0.0064023733,0.0064023733,1.9734589,1.9404035,0.033055425,0.033055425,1.9734589,1.9407738,0.03268504,0.03268504,1.9734589,1.9333003,0.04015863,0.04015863,1.9734589,1.932969,0.040489912,0.040489912,1.9734589,1.9385855,0.034873366,0.034873366,1.9734589,1.9288609,0.044597983,0.044597983,1.9734589,1.9386898,0.03476906,0.03476906,1.9734589,1.9334261,0.040032744,0.040032744,1.6241438,1.6251478,-0.0010039806,0.0010039806,1.6241438,1.5960863,0.028057575,0.028057575,1.6241438,1.5970968,0.027047038,0.027047038,1.6241438,1.6004373,0.023706555,0.023706555,1.6241438,1.589906,0.03423786,0.03423786,1.6207192,1.5863504,0.034368753,0.034368753,1.6207192,1.5871105,0.033608675,0.033608675,1.6181507,1.5853399,0.032810807,0.032810807,1.6181507,1.5855078,0.03264296,0.03264296,1.6138699,1.5836122,0.030257702,0.030257702,0.032654565
c6288,1.9982877,1.9551989,0.043088794,0.043088794,1.9734589,1.9585811,0.014877796,0.014877796,1.9606165,1.944886,0.0157305,0.0157305,1.9606165,1.9295396,0.031076908,0.031076908,1.9606165,1.9234915,0.03712499,0.03712499,1.9606165,1.9043941,0.05622232,0.05622232,1.625,1.6160069,0.008993149,0.008993149,1.625,1.5971587,0.02784133,0.02784133,1.625,1.6161654,0.0088346,0.0088346,1.625,1.6032978,0.02170217,0.02170217,1.6232877,1.5909451,0.032342553,0.032342553,1.6232877,1.5832386,0.040049076,0.040049076,1.6232877,1.5835197,0.03976798,0.03976798,1.6010274,1.5835875,0.017439842,0.017439842,1.6010274,1.5844126,0.016614795,0.016614795,1.6010274,1.5835966,0.017430782,0.017430782,1.6010274,1.583915,0.017112374,0.017112374,1.6010274,1.5836012,0.017426133,0.017426133,1.6010274,1.583199,0.017828345,0.017828345,1.6010274,1.583026,0.018001318,0.018001318,0.024975289
c6288,2.0008562,1.9328213,0.06803489,0.06803489,1.9982877,1.9641452,0.034142494,0.034142494,1.9982877,1.9449978,0.05328989,0.05328989,1.9734589,1.931551,0.041907907,0.041907907,1.9734589,1.9549876,0.018471241,0.018471241,1.9734589,1.938228,0.035230875,0.035230875,1.9606165,1.9272119,0.03340459,0.03340459,1.9606165,1.9440867,0.016529799,0.016529799,1.625,1.6235268,0.0014731884,0.0014731884,1.625,1.6251132,-0.000113248825,0.000113248825,1.625,1.6232264,0.0017735958,0.0017735958,1.625,1.6118361,0.013163924,0.013163924,1.6010274,1.5930197,0.008007646,0.008007646,1.6010274,1.5819737,0.019053698,0.019053698,1.6010274,1.5774803,0.023547053,0.023547053,1.6010274,1.5838464,0.01718092,0.01718092,1.6010274,1.5834361,0.017591238,0.017591238,1.6010274,1.5844475,0.016579866,0.016579866,1.6010274,1.5838673,0.017160058,0.017160058,1.6010274,1.5845593,0.016468048,0.016468048,0.022656208
