design_name,true_area_1,pred_area_1,error_1,abs_error_1,true_area_2,pred_area_2,error_2,abs_error_2,true_area_3,pred_area_3,error_3,abs_error_3,true_area_4,pred_area_4,error_4,abs_error_4,true_area_5,pred_area_5,error_5,abs_error_5,true_area_6,pred_area_6,error_6,abs_error_6,true_area_7,pred_area_7,error_7,abs_error_7,true_area_8,pred_area_8,error_8,abs_error_8,true_area_9,pred_area_9,error_9,abs_error_9,true_area_10,pred_area_10,error_10,abs_error_10,true_area_11,pred_area_11,error_11,abs_error_11,true_area_12,pred_area_12,error_12,abs_error_12,true_area_13,pred_area_13,error_13,abs_error_13,true_area_14,pred_area_14,error_14,abs_error_14,true_area_15,pred_area_15,error_15,abs_error_15,true_area_16,pred_area_16,error_16,abs_error_16,true_area_17,pred_area_17,error_17,abs_error_17,true_area_18,pred_area_18,error_18,abs_error_18,true_area_19,pred_area_19,error_19,abs_error_19,true_area_20,pred_area_20,error_20,abs_error_20,mean_abs_error
c6288,1.9871576,1.940213,0.04694462,0.04694462,1.9606165,1.9422004,0.018416047,0.018416047,1.9606165,1.9343688,0.02624762,0.02624762,1.9606165,1.9485278,0.012088656,0.012088656,1.9606165,1.9421809,0.018435597,0.018435597,1.9606165,1.9331026,0.027513862,0.027513862,1.9606165,1.9436631,0.01695335,0.01695335,1.9606165,1.9404638,0.020152688,0.020152688,1.9606165,1.9506252,0.009991288,0.009991288,1.9606165,1.9456862,0.014930248,0.014930248,1.9606165,1.934373,0.026243448,0.026243448,1.9606165,1.929857,0.030759454,0.030759454,1.9606165,1.9281176,0.032498837,0.032498837,1.9606165,1.9149448,0.0456717,0.0456717,1.625,1.6121873,0.012812734,0.012812734,1.625,1.5844722,0.04052782,0.04052782,1.6232877,1.5845724,0.038715243,0.038715243,1.6232877,1.5895138,0.0337739,0.0337739,1.6232877,1.5863084,0.036979318,0.036979318,1.6121576,1.5842748,0.027882814,0.027882814,0.026876962
c6288,2.0,1.9359783,0.06402171,0.06402171,2.0,1.9362731,0.0637269,0.0637269,1.9982877,1.9468871,0.051400542,0.051400542,1.9982877,1.941757,0.056530714,0.056530714,1.9982877,1.9430891,0.05519855,0.05519855,1.9982877,1.9455432,0.052744508,0.052744508,1.9734589,1.928098,0.045360923,0.045360923,1.6241438,1.6023078,0.021836042,0.021836042,1.6010274,1.6032661,-0.0022387505,0.0022387505,1.6010274,1.5943248,0.0067025423,0.0067025423,1.6010274,1.5857161,0.015311241,0.015311241,1.6010274,1.5848764,0.016150951,0.016150951,1.6010274,1.5842407,0.016786695,0.016786695,1.6010274,1.5848572,0.016170144,0.016170144,1.6010274,1.5836365,0.017390847,0.017390847,1.6010274,1.5836575,0.017369866,0.017369866,1.6010274,1.5831056,0.017921805,0.017921805,1.6010274,1.5832374,0.01778996,0.01778996,1.6010274,1.5832927,0.017734647,0.017734647,1.6010274,1.583224,0.017803311,0.017803311,0.029509533
c6288,1.9871576,1.8948342,0.09232342,0.09232342,1.625,1.6153983,0.009601712,0.009601712,1.625,1.623706,0.0012940168,0.0012940168,1.625,1.6192056,0.005794406,0.005794406,1.6232877,1.5953776,0.027910113,0.027910113,1.6010274,1.5830125,0.018014908,0.018014908,1.6010274,1.5838702,0.017157197,0.017157197,1.6010274,1.58377,0.017257333,0.017257333,1.6010274,1.5843297,0.016697645,0.016697645,1.6010274,1.583229,0.017798424,0.017798424,1.6010274,1.5834543,0.017573118,0.017573118,1.6010274,1.5832202,0.017807126,0.017807126,1.6010274,1.5835489,0.017478466,0.017478466,1.6010274,1.5835938,0.017433524,0.017433524,1.6010274,1.5833299,0.017697453,0.017697453,1.6010274,1.5832473,0.017780066,0.017780066,1.6010274,1.5832183,0.017809033,0.017809033,1.6010274,1.5831945,0.017832875,0.017832875,1.6010274,1.5831053,0.017922044,0.017922044,1.6010274,1.5831635,0.01786387,0.01786387,0.020052338
c6288,1.9871576,1.9381359,0.04902172,0.04902172,1.9606165,1.941378,0.019238472,0.019238472,1.9606165,1.9609085,-0.00029206276,0.00029206276,1.625,1.644543,-0.019543052,0.019543052,1.6010274,1.6494697,-0.048442364,0.048442364,1.6010274,1.6676109,-0.066583514,0.066583514,1.6010274,1.6316248,-0.030597448,0.030597448,1.6001712,1.6250373,-0.024866104,0.024866104,1.6001712,1.6118406,-0.011669397,0.011669397,1.6001712,1.6012548,-0.0010836124,0.0010836124,1.6001712,1.5920802,0.008090973,0.008090973,1.6001712,1.5837058,0.016465425,0.016465425,1.6001712,1.5803461,0.0198251,0.0198251,1.6001712,1.5815673,0.018603921,0.018603921,1.6001712,1.5831587,0.017012477,0.017012477,1.6001712,1.5833931,0.016778111,0.016778111,1.6001712,1.5833262,0.016844988,0.016844988,1.6001712,1.5831571,0.017014146,0.017014146,1.6001712,1.5831573,0.017013907,0.017013907,1.6001712,1.5831679,0.017003298,0.017003298,0.021799505
c6288,1.9982877,1.9266083,0.07167935,0.07167935,1.6241438,1.5897332,0.034410596,0.034410596,1.6241438,1.5822748,0.041869044,0.041869044,1.6010274,1.5834689,0.017558455,0.017558455,1.6010274,1.584594,0.016433358,0.016433358,1.6010274,1.5853734,0.015653968,0.015653968,1.6010274,1.5856559,0.015371442,0.015371442,1.6010274,1.585143,0.0158844,0.0158844,1.6010274,1.5849239,0.016103506,0.016103506,1.6010274,1.5840458,0.016981602,0.016981602,1.6010274,1.5847192,0.016308188,0.016308188,1.6010274,1.5837495,0.017277837,0.017277837,1.6010274,1.5845511,0.016476274,0.016476274,1.6010274,1.5831174,0.017910004,0.017910004,1.6010274,1.5831589,0.017868519,0.017868519,1.6010274,1.5830706,0.017956734,0.017956734,1.6010274,1.5831535,0.017873883,0.017873883,1.6010274,1.5831957,0.017831683,0.017831683,1.6010274,1.5836669,0.017360449,0.017360449,1.6010274,1.5843676,0.016659737,0.016659737,0.021773452
c6288,2.0,1.9547597,0.045240283,0.045240283,1.9734589,1.9554011,0.018057823,0.018057823,1.9734589,1.9594507,0.014008164,0.014008164,1.9734589,1.9418036,0.03165531,0.03165531,1.9734589,1.936142,0.03731692,0.03731692,1.9734589,1.952016,0.02144289,0.02144289,1.6241438,1.6086544,0.015489459,0.015489459,1.6241438,1.5857279,0.03841591,0.03841591,1.6010274,1.5821505,0.01887691,0.01887691,1.6010274,1.5819626,0.019064784,0.019064784,1.6010274,1.5815796,0.019447803,0.019447803,1.6010274,1.5875063,0.013521075,0.013521075,1.6010274,1.587162,0.013865352,0.013865352,1.6010274,1.5862501,0.014777303,0.014777303,1.6010274,1.584908,0.01611936,0.01611936,1.6010274,1.5863239,0.014703512,0.014703512,1.6010274,1.5851825,0.015844822,0.015844822,1.6010274,1.5861845,0.014842868,0.014842868,1.6010274,1.5856873,0.01534009,0.01534009,1.6010274,1.584488,0.016539335,0.016539335,0.020728499
c6288,2.0,1.9312606,0.068739414,0.068739414,1.9982877,1.9677823,0.030505419,0.030505419,1.6241438,1.6228524,0.0012913942,0.0012913942,1.6241438,1.6030632,0.021080613,0.021080613,1.6010274,1.594345,0.006682396,0.006682396,1.6010274,1.5837654,0.017261982,0.017261982,1.6010274,1.5825093,0.01851809,0.01851809,1.6010274,1.5820526,0.018974781,0.018974781,1.6010274,1.5834085,0.017618895,0.017618895,1.6010274,1.5833967,0.017630696,0.017630696,1.6010274,1.5833181,0.017709255,0.017709255,1.6010274,1.5831876,0.01783979,0.01783979,1.6010274,1.5826628,0.018364549,0.018364549,1.6010274,1.5831213,0.01790607,0.01790607,1.6010274,1.5830771,0.017950296,0.017950296,1.6010274,1.5828248,0.018202543,0.018202543,1.6010274,1.5829613,0.018066049,0.018066049,1.6010274,1.5831863,0.0178411,0.0178411,1.6010274,1.5836926,0.017334819,0.017334819,1.6010274,1.5844688,0.016558528,0.016558528,0.019803833
c6288,1.9982877,1.9397628,0.058524847,0.058524847,1.6241438,1.5968515,0.02729237,0.02729237,1.6241438,1.5928469,0.03129697,0.03129697,1.6241438,1.5853934,0.03875041,0.03875041,1.6010274,1.581221,0.019806385,0.019806385,1.6010274,1.5844011,0.016626239,0.016626239,1.6010274,1.5857031,0.015324235,0.015324235,1.6010274,1.585792,0.015235424,0.015235424,1.6010274,1.5853326,0.015694737,0.015694737,1.6010274,1.585287,0.015740395,0.015740395,1.6010274,1.5848231,0.016204238,0.016204238,1.6010274,1.5838901,0.017137289,0.017137289,1.6010274,1.5836257,0.017401695,0.017401695,1.6010274,1.5846884,0.016338944,0.016338944,1.6010274,1.582464,0.01856339,0.01856339,1.6010274,1.5830617,0.017965674,0.017965674,1.6010274,1.5830715,0.0179559,0.0179559,1.6010274,1.5831203,0.017907023,0.017907023,1.6010274,1.5837113,0.017316103,0.017316103,1.6010274,1.5833023,0.01772511,0.01772511,0.021440368
c6288,1.9871576,1.9476509,0.039506674,0.039506674,1.9606165,1.9512018,0.009414673,0.009414673,1.9606165,1.9525636,0.008052826,0.008052826,1.9606165,1.9322779,0.028338552,0.028338552,1.9606165,1.949226,0.011390448,0.011390448,1.9606165,1.9376171,0.022999406,0.022999406,1.9606165,1.9432755,0.017341018,0.017341018,1.625,1.6233344,0.0016655922,0.0016655922,1.625,1.6372771,-0.012277126,0.012277126,1.625,1.6130883,0.01191175,0.01191175,1.6010274,1.6071081,-0.0060807467,0.0060807467,1.6010274,1.5977602,0.003267169,0.003267169,1.6010274,1.5861983,0.01482904,0.01482904,1.6010274,1.5808904,0.020136952,0.020136952,1.6010274,1.5814718,0.019555569,0.019555569,1.6010274,1.5868824,0.014145017,0.014145017,1.6010274,1.5832947,0.01773262,0.01773262,1.6010274,1.5832177,0.01780963,0.01780963,1.6010274,1.5832584,0.01776898,0.01776898,1.6010274,1.5830637,0.017963648,0.017963648,0.0156093715
c6288,1.9734589,1.931655,0.041803837,0.041803837,1.9734589,1.9482841,0.025174737,0.025174737,1.9734589,1.9467489,0.026710033,0.026710033,1.9734589,1.9506911,0.022767782,0.022767782,1.9734589,1.9357183,0.03774059,0.03774059,1.9606165,1.9362491,0.024367332,0.024367332,1.9606165,1.9487238,0.011892676,0.011892676,1.9606165,1.944097,0.016519427,0.016519427,1.9606165,1.9239985,0.036617994,0.036617994,1.9606165,1.931323,0.029293418,0.029293418,1.9606165,1.9399196,0.020696878,0.020696878,1.625,1.63755,-0.012549996,0.012549996,1.625,1.6225085,0.0024914742,0.0024914742,1.6232877,1.5907459,0.03254175,0.03254175,1.6232877,1.5872929,0.03599477,0.03599477,1.6232877,1.5845492,0.03873849,0.03873849,1.6232877,1.5845182,0.038769484,0.038769484,1.6010274,1.5847551,0.016272306,0.016272306,1.6010274,1.585142,0.015885353,0.015885353,1.6010274,1.5834678,0.017559528,0.017559528,0.025219392
c6288,1.9871576,1.9393035,0.047854066,0.047854066,1.625,1.6174217,0.0075782537,0.0075782537,1.625,1.6020715,0.022928476,0.022928476,1.6010274,1.5915087,0.009518623,0.009518623,1.6010274,1.5844233,0.016604066,0.016604066,1.6010274,1.5789225,0.02210486,0.02210486,1.6010274,1.5843945,0.016632915,0.016632915,1.6010274,1.5856792,0.015348196,0.015348196,1.6010274,1.5847398,0.016287565,0.016287565,1.6010274,1.5840204,0.017006993,0.017006993,1.6010274,1.5846822,0.016345143,0.016345143,1.6010274,1.5836036,0.017423749,0.017423749,1.6010274,1.5837314,0.017295957,0.017295957,1.6010274,1.5830585,0.017968893,0.017968893,1.6010274,1.5829676,0.01805973,0.01805973,1.6010274,1.5830511,0.017976284,0.017976284,1.6010274,1.5826049,0.018422484,0.018422484,1.6010274,1.5832138,0.017813563,0.017813563,1.6010274,1.5838041,0.017223239,0.017223239,1.6010274,1.5844233,0.016604066,0.016604066,0.018349856
c6288,1.9871576,1.9536394,0.033518195,0.033518195,1.9606165,1.9403841,0.02023232,0.02023232,1.9606165,1.9385301,0.022086382,0.022086382,1.9606165,1.9546896,0.0059268475,0.0059268475,1.625,1.6272609,-0.0022609234,0.0022609234,1.625,1.6453185,-0.020318508,0.020318508,1.625,1.6429617,-0.01796174,0.01796174,1.625,1.6428181,-0.017818093,0.017818093,1.6010274,1.6233654,-0.022338033,0.022338033,1.6010274,1.6023569,-0.0013295412,0.0013295412,1.6010274,1.5924035,0.008623838,0.008623838,1.6010274,1.5826803,0.018347025,0.018347025,1.6010274,1.5792915,0.021735907,0.021735907,1.6010274,1.5815772,0.019450188,0.019450188,1.6010274,1.5820115,0.019015908,0.019015908,1.6010274,1.5849296,0.016097784,0.016097784,1.6010274,1.586912,0.014115334,0.014115334,1.6010274,1.5864242,0.014603138,0.014603138,1.6001712,1.585635,0.014536262,0.014536262,1.6001712,1.5847255,0.015445709,0.015445709,0.016288083
c6288,1.9982877,1.9394408,0.05884683,0.05884683,1.9982877,1.9638275,0.034460187,0.034460187,1.9734589,1.9416152,0.031843662,0.031843662,1.9734589,1.9363238,0.037135124,0.037135124,1.9734589,1.9465454,0.026913524,0.026913524,1.9734589,1.9361475,0.037311435,0.037311435,1.9734589,1.9391019,0.03435695,0.03435695,1.9734589,1.9337666,0.039692283,0.039692283,1.9734589,1.9433215,0.03013742,0.03013742,1.9734589,1.9377551,0.03570378,0.03570378,1.9606165,1.9287655,0.031850934,0.031850934,1.9606165,1.9306784,0.029938102,0.029938102,1.9606165,1.9781975,-0.017580986,0.017580986,1.625,1.5919195,0.03308046,0.03308046,1.6010274,1.5813274,0.019699931,0.019699931,1.6010274,1.5911186,0.009908795,0.009908795,1.6010274,1.5826983,0.018329024,0.018329024,1.6010274,1.5883201,0.012707233,0.012707233,1.6010274,1.5856498,0.0153775215,0.0153775215,1.6010274,1.5849847,0.01604271,0.01604271,0.028545845
c6288,2.0,1.955064,0.04493594,0.04493594,1.9734589,1.943914,0.02954483,0.02954483,1.9734589,1.9416742,0.031784654,0.031784654,1.9734589,1.9333491,0.040109754,0.040109754,1.9734589,1.9568608,0.016598105,0.016598105,1.9734589,1.9505969,0.022861958,0.022861958,1.9606165,1.9303938,0.030222654,0.030222654,1.9606165,1.921142,0.039474487,0.039474487,1.9606165,1.9355037,0.025112748,0.025112748,1.9606165,1.9469265,0.013689995,0.013689995,1.625,1.6152638,0.00973618,0.00973618,1.625,1.5990934,0.025906563,0.025906563,1.625,1.6086147,0.016385317,0.016385317,1.625,1.5957198,0.029280186,0.029280186,1.6232877,1.5903618,0.032925844,0.032925844,1.6010274,1.5835108,0.017516613,0.017516613,1.6010274,1.5859699,0.015057445,0.015057445,1.6010274,1.5845416,0.01648581,0.01648581,1.6010274,1.5857854,0.015241981,0.015241981,1.6010274,1.5845609,0.016466498,0.016466498,0.024466878
c6288,2.0008562,1.9328796,0.067976594,0.067976594,1.9734589,1.9527507,0.020708203,0.020708203,1.9734589,1.9413072,0.0321517,0.0321517,1.9734589,1.9451321,0.02832675,0.02832675,1.9734589,1.9505888,0.022870064,0.022870064,1.9606165,1.9364432,0.02417326,0.02417326,1.9606165,1.9284514,0.03216505,0.03216505,1.9606165,1.931274,0.029342413,0.029342413,1.9606165,1.9662477,-0.0056312084,0.0056312084,1.625,1.6228751,0.0021249056,0.0021249056,1.625,1.6227515,0.0022485256,0.0022485256,1.6010274,1.6397228,-0.038695455,0.038695455,1.6010274,1.7164687,-0.11544132,0.11544132,1.6010274,1.6931871,-0.09215975,0.09215975,1.6010274,1.5889703,0.012057066,0.012057066,1.6010274,1.5869317,0.014095664,0.014095664,1.6010274,1.5822619,0.01876545,0.01876545,1.6010274,1.5827723,0.018255115,0.018255115,1.6010274,1.5838054,0.017221928,0.017221928,1.6010274,1.585139,0.015888333,0.015888333,0.030514937
c6288,2.0008562,1.9513445,0.04951167,0.04951167,1.9871576,1.960829,0.026328564,0.026328564,1.9606165,1.9351964,0.02542007,0.02542007,1.9606165,1.947697,0.012919426,0.012919426,1.9606165,1.9484338,0.012182713,0.012182713,1.9606165,1.9081434,0.05247307,0.05247307,1.625,1.6032032,0.021796823,0.021796823,1.625,1.5891792,0.03582084,0.03582084,1.6232877,1.5825385,0.040749192,0.040749192,1.6232877,1.5850137,0.03827393,0.03827393,1.6232877,1.584665,0.038622737,0.038622737,1.6232877,1.5841824,0.039105296,0.039105296,1.6121576,1.5850133,0.027144313,0.027144313,1.6121576,1.5835891,0.028568506,0.028568506,1.6121576,1.5835527,0.028604865,0.028604865,1.6010274,1.5832845,0.017742872,0.017742872,1.6010274,1.5832864,0.017740965,0.017740965,1.6010274,1.5832981,0.017729282,0.017729282,1.6010274,1.5831727,0.01785469,0.01785469,1.6010274,1.5831882,0.017839193,0.017839193,0.02832145
c6288,1.9982877,1.951415,0.046872735,0.046872735,1.9982877,1.968111,0.03017664,0.03017664,1.9854453,1.9523321,0.033113122,0.033113122,1.9854453,1.9418818,0.043563485,0.043563485,1.9854453,1.9166626,0.06878269,0.06878269,1.9606165,1.9241067,0.036509752,0.036509752,1.9606165,1.9678321,-0.007215619,0.007215619,1.625,1.6276565,-0.0026564598,0.0026564598,1.625,1.6287754,-0.0037753582,0.0037753582,1.625,1.6043116,0.020688415,0.020688415,1.6010274,1.60457,-0.0035426617,0.0035426617,1.6010274,1.5951887,0.0058386326,0.0058386326,1.6010274,1.5934825,0.007544875,0.007544875,1.6010274,1.5902297,0.01079762,0.01079762,1.6010274,1.5813771,0.01965022,0.01965022,1.6010274,1.5859175,0.015109897,0.015109897,1.6010274,1.5837508,0.017276525,0.017276525,1.6010274,1.5845798,0.016447544,0.016447544,1.6010274,1.5857341,0.015293241,0.015293241,1.6010274,1.5848118,0.016215563,0.016215563,0.021053553
c6288,1.9982877,1.9495364,0.048751235,0.048751235,1.9854453,1.9441113,0.041333914,0.041333914,1.9854453,1.9463165,0.03912878,0.03912878,1.9854453,1.9407475,0.04469776,0.04469776,1.9854453,1.9341232,0.051322103,0.051322103,1.9854453,1.9484073,0.03703797,0.03703797,1.9606165,1.9433211,0.01729536,0.01729536,1.9606165,1.9472859,0.013330579,0.013330579,1.9606165,1.9333391,0.02727735,0.02727735,1.9606165,1.9367701,0.023846388,0.023846388,1.9606165,1.9557172,0.0048992634,0.0048992634,1.9606165,1.9419544,0.018662095,0.018662095,1.9606165,1.9498136,0.010802865,0.010802865,1.9606165,1.9369413,0.023675203,0.023675203,1.9606165,1.9396354,0.020981073,0.020981073,1.9606165,1.9558842,0.004732251,0.004732251,1.9606165,1.9342285,0.02638793,0.02638793,1.9606165,1.9325104,0.028106093,0.028106093,1.9606165,1.9233187,0.037297726,0.037297726,1.9606165,1.9070352,0.053581238,0.053581238,0.028657358
c6288,2.0,1.953292,0.046707988,0.046707988,1.9982877,1.9735823,0.02470541,0.02470541,1.9982877,1.945048,0.053239703,0.053239703,1.9982877,1.9305952,0.06769252,0.06769252,1.9982877,1.9460493,0.052238345,0.052238345,1.6241438,1.5988216,0.025322199,0.025322199,1.6241438,1.5904312,0.033712626,0.033712626,1.6241438,1.5829724,0.04117143,0.04117143,1.6010274,1.581779,0.019248366,0.019248366,1.6010274,1.5842212,0.016806126,0.016806126,1.6010274,1.5855275,0.01549983,0.01549983,1.6010274,1.5860173,0.0150101185,0.0150101185,1.6010274,1.5855849,0.015442491,0.015442491,1.6010274,1.5850493,0.015978098,0.015978098,1.6010274,1.5838147,0.01721263,0.01721263,1.6010274,1.5850977,0.015929699,0.015929699,1.6010274,1.5837587,0.017268658,0.017268658,1.6010274,1.5829893,0.018038034,0.018038034,1.6010274,1.5837206,0.017306805,0.017306805,1.6010274,1.584444,0.016583323,0.016583323,0.02725572
c6288,1.9734589,1.940364,0.033094883,0.033094883,1.9734589,1.9679495,0.0055093765,0.0055093765,1.9734589,1.9297249,0.043733954,0.043733954,1.9734589,1.9338944,0.03956449,0.03956449,1.9734589,1.9307655,0.042693377,0.042693377,1.9734589,1.9403505,0.033108354,0.033108354,1.9734589,1.943909,0.029549837,0.029549837,1.9734589,1.9406617,0.032797217,0.032797217,1.9734589,1.9367296,0.036729336,0.036729336,1.9734589,1.9369199,0.03653896,0.03653896,1.9734589,1.9488676,0.024591327,0.024591327,1.9734589,1.9455833,0.027875543,0.027875543,1.9734589,1.9397299,0.033728957,0.033728957,1.9734589,1.9448404,0.028618455,0.028618455,1.9734589,1.9447194,0.028739452,0.028739452,1.9734589,1.9393587,0.034100175,0.034100175,1.9734589,1.9263307,0.0471282,0.0471282,1.9734589,1.9219493,0.05150962,0.05150962,1.9734589,1.9372828,0.036176085,0.036176085,1.6241438,1.6593798,-0.035236,0.035236,0.03405118
c6288,1.6241438,1.6038696,0.020274282,0.020274282,1.6241438,1.6043808,0.019762993,0.019762993,1.6241438,1.5934408,0.030703068,0.030703068,1.6010274,1.5826265,0.018400908,0.018400908,1.6010274,1.5833383,0.017689109,0.017689109,1.6010274,1.5837711,0.01725626,0.01725626,1.6010274,1.5841367,0.016890645,0.016890645,1.6010274,1.583182,0.017845392,0.017845392,1.6010274,1.5839132,0.017114162,0.017114162,1.6010274,1.585362,0.015665412,0.015665412,1.6010274,1.584864,0.01616335,0.01616335,1.6010274,1.5835568,0.017470598,0.017470598,1.6010274,1.5844687,0.016558647,0.016558647,1.6010274,1.582548,0.018479347,0.018479347,1.6010274,1.5830035,0.018023849,0.018023849,1.6010274,1.5831316,0.017895818,0.017895818,1.6010274,1.5843573,0.016670108,0.016670108,1.6010274,1.5828285,0.018198848,0.018198848,1.6010274,1.5830116,0.018015742,0.018015742,1.6010274,1.5831198,0.01790762,0.01790762,0.018349309
c6288,1.9982877,1.9470266,0.051261067,0.051261067,1.9982877,1.9576051,0.040682554,0.040682554,1.9982877,1.947288,0.05099964,0.05099964,1.9982877,1.937247,0.06104064,0.06104064,1.9982877,1.9432486,0.05503905,0.05503905,1.9734589,1.9199463,0.053512573,0.053512573,1.9734589,1.9329169,0.040542006,0.040542006,1.9734589,1.9331899,0.040269017,0.040269017,1.9734589,1.9411005,0.032358408,0.032358408,1.9734589,1.9497938,0.02366507,0.02366507,1.9734589,1.9363834,0.03707552,0.03707552,1.9734589,1.9414275,0.032031417,0.032031417,1.9734589,1.9389669,0.034492016,0.034492016,1.9734589,1.921073,0.052385926,0.052385926,1.9734589,1.9416078,0.031851053,0.031851053,1.9606165,1.9607506,-0.00013411045,0.00013411045,1.625,1.6131531,0.0118469,0.0118469,1.625,1.6019799,0.023020148,0.023020148,1.625,1.6063408,0.018659234,0.018659234,1.6010274,1.6070869,-0.0060595274,0.0060595274,0.034846295
c6288,1.9734589,1.9209983,0.05246055,0.05246055,1.6241438,1.600459,0.02368486,0.02368486,1.6010274,1.5961734,0.004853964,0.004853964,1.6010274,1.5929668,0.0080605745,0.0080605745,1.6010274,1.5846062,0.016421199,0.016421199,1.6010274,1.5831232,0.017904162,0.017904162,1.6010274,1.5827576,0.018269777,0.018269777,1.6010274,1.5840411,0.01698625,0.01698625,1.6010274,1.583231,0.017796397,0.017796397,1.6010274,1.5831747,0.017852664,0.017852664,1.6010274,1.5831746,0.017852783,0.017852783,1.6010274,1.582911,0.018116355,0.018116355,1.6010274,1.5822533,0.018774033,0.018774033,1.6010274,1.5831461,0.017881274,0.017881274,1.6010274,1.5843732,0.016654134,0.016654134,1.6010274,1.5870208,0.014006615,0.014006615,1.6010274,1.5863992,0.014628172,0.014628172,1.6010274,1.5861285,0.014898896,0.014898896,1.6010274,1.585478,0.015549421,0.015549421,1.6010274,1.5846329,0.016394496,0.016394496,0.017952329
c6288,2.0008562,1.9490851,0.051771045,0.051771045,1.9871576,1.9486431,0.038514495,0.038514495,1.9854453,1.94952,0.03592527,0.03592527,1.9606165,1.9346591,0.025957346,0.025957346,1.625,1.6180818,0.006918192,0.006918192,1.625,1.613516,0.011484027,0.011484027,1.625,1.6139946,0.011005402,0.011005402,1.625,1.6028545,0.02214551,0.02214551,1.625,1.5898565,0.035143495,0.035143495,1.625,1.5821041,0.042895913,0.042895913,1.6010274,1.5796725,0.021354914,0.021354914,1.6010274,1.5823752,0.0186522,0.0186522,1.6010274,1.5829935,0.018033862,0.018033862,1.6010274,1.583439,0.017588377,0.017588377,1.6010274,1.5828874,0.018139958,0.018139958,1.6010274,1.5835,0.017527342,0.017527342,1.6010274,1.5838015,0.017225862,0.017225862,1.6010274,1.5832384,0.017789006,0.017789006,1.6010274,1.5838108,0.017216563,0.017216563,1.6010274,1.582892,0.018135428,0.018135428,0.02317121
c6288,1.9982877,1.9502949,0.047992826,0.047992826,1.9734589,1.9729768,0.00048208237,0.00048208237,1.6241438,1.5898076,0.03433621,0.03433621,1.6241438,1.5808359,0.0433079,0.0433079,1.6010274,1.5860449,0.014982462,0.014982462,1.6010274,1.5834359,0.017591476,0.017591476,1.6010274,1.5850686,0.015958786,0.015958786,1.6010274,1.5860727,0.014954686,0.014954686,1.6010274,1.5854588,0.015568614,0.015568614,1.6010274,1.5839845,0.017042875,0.017042875,1.6010274,1.5850625,0.015964866,0.015964866,1.6010274,1.582607,0.018420339,0.018420339,1.6010274,1.5830047,0.018022656,0.018022656,1.6010274,1.583208,0.017819405,0.017819405,1.6010274,1.5843972,0.016630173,0.016630173,1.6010274,1.5866795,0.014347911,0.014347911,1.6010274,1.5862238,0.014803529,0.014803529,1.6010274,1.5862677,0.01475966,0.01475966,1.6010274,1.5848817,0.016145706,0.016145706,1.6010274,1.583335,0.017692327,0.017692327,0.019341225
c6288,1.9982877,1.9543986,0.043889046,0.043889046,1.9854453,1.9526584,0.032786846,0.032786846,1.9606165,1.9220617,0.038554788,0.038554788,1.9606165,1.9457741,0.014842391,0.014842391,1.9606165,1.941217,0.019399524,0.019399524,1.9606165,1.9627987,-0.0021822453,0.0021822453,1.9606165,1.9291251,0.0314914,0.0314914,1.9606165,1.9242564,0.036360025,0.036360025,1.9606165,1.9582089,0.0024075508,0.0024075508,1.625,1.6051865,0.019813538,0.019813538,1.6010274,1.619543,-0.018515587,0.018515587,1.6010274,1.6417079,-0.040680528,0.040680528,1.6010274,1.5947481,0.00627923,0.00627923,1.6010274,1.5863311,0.01469624,0.01469624,1.6010274,1.5822792,0.018748164,0.018748164,1.6010274,1.5842037,0.01682365,0.01682365,1.6010274,1.5836341,0.017393231,0.017393231,1.6010274,1.583529,0.017498374,0.017498374,1.6010274,1.5838312,0.017196178,0.017196178,1.6010274,1.5845091,0.016518235,0.016518235,0.021303838
c6288,1.9982877,1.9306915,0.0675962,0.0675962,1.9982877,1.9701298,0.02815783,0.02815783,1.6241438,1.5963492,0.0277946,0.0277946,1.6241438,1.5943358,0.029808044,0.029808044,1.6241438,1.5950506,0.029093266,0.029093266,1.6241438,1.5856795,0.038464308,0.038464308,1.6241438,1.5817544,0.042389393,0.042389393,1.6241438,1.5830526,0.041091204,0.041091204,1.6010274,1.5828756,0.01815176,0.01815176,1.6010274,1.5835817,0.017445683,0.017445683,1.6010274,1.5835851,0.017442226,0.017442226,1.6010274,1.5837086,0.017318726,0.017318726,1.6010274,1.5832368,0.017790556,0.017790556,1.6010274,1.5829656,0.018061757,0.018061757,1.6010274,1.5831012,0.017926216,0.017926216,1.6010274,1.583044,0.017983317,0.017983317,1.6010274,1.5830907,0.017936707,0.017936707,1.6010274,1.5832369,0.017790437,0.017790437,1.6010274,1.583706,0.017321348,0.017321348,1.6010274,1.5844731,0.016554236,0.016554236,0.02580589
